attrib1,attrib2,attrib3,attrib4,attrib5,attrib6,attrib7,attrib8,attrib9,attrib10,attrib11,attrib12,attrib13,attrib14,attrib15,attrib16,attrib17,attrib18,attrib19,attrib20,actual_class,subset,predicted_class,trust_score,dist_to_non_pred,dist_to_pred,our_score,model_confidence,mean_distance,rowID
30,4,1,6,0,1,0,1,3,3,979,3,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,validation,1,1.515099663318552,12.156672118635099,7.923678186297069,5.379274144024258,0.6427000398670564,0.0,8167
29,8,1,6,0,0,1,0,5,0,378,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,2.3150965140357207,18.31495140588694,7.811096273891392,26.191788600253602,0.9597663648561147,0.0,8168
29,2,1,6,0,0,0,1,8,3,800,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1,validation,1,0.770001211885259,12.682500857480752,16.370754411449706,5.783639525072204,0.8607966787390684,0.0,8169
50,7,0,1,1,1,0,1,3,2,344,2,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,validation,0,3.346102937105873,20.688160962250848,6.082762859096185,22.414650346794343,0.9883474638745717,0.0,8170
37,3,0,3,0,1,0,1,0,2,345,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,2.985676407488408,12.241310591599252,4.0000124999804685,33.786307329209585,0.9834054912758351,0.0,8171
45,7,2,1,0,0,0,1,0,2,90,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,2.308132943387937,14.645180401756749,6.2450333065565,36.88362892303467,0.9976039599876265,0.0,8172
35,8,0,4,0,1,0,1,5,1,91,1,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,validation,0,6.046134706401393,24.021192497459406,3.872983346207417,24.371492064778327,0.9965102522994616,0.0,8173
38,6,1,6,0,0,0,1,5,3,69,4,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,validation,0,7.016042288224477,33.61120747607857,4.690622133576739,21.45975997903639,0.9953765770184386,0.0,8174
42,3,0,3,1,1,0,0,0,4,143,4,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,validation,0,3.7782656549377425,14.51482690217151,3.741663934668639,17.010613147412613,0.9971239548526544,0.0,8175
43,6,0,4,0,0,0,0,0,3,734,5,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,1.0416723840851063,7.615773696742833,7.211102620265502,50.01872871824666,0.7807147743123561,0.0,8176
49,3,0,3,1,1,0,0,0,4,281,27,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,1.5341006405309585,30.912032608678484,20.04993788020302,26.779674433679777,0.99163681855696,0.0,8177
41,2,2,6,0,0,0,1,5,0,57,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,8.156787727850476,33.44430195115455,4.000180495927652,22.099856931561476,0.995129594102585,0.0,8178
34,4,0,4,0,0,0,0,1,3,317,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,validation,0,6.8339954467509285,25.427002910292043,3.6206643036879322,18.98038391530125,0.9894511111594041,0.0,8179
56,3,0,0,0,1,0,1,3,3,366,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,1.9863068372504415,11.780690981432285,5.83095223784246,27.07394942152717,0.9771173107335214,0.0,8180
51,6,0,6,0,1,0,1,2,2,194,1,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,4.69493825919394,21.465896021363747,4.47213595499958,14.361252381055651,0.9957418396114176,0.0,8181
25,2,1,1,0,0,0,1,2,3,67,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,14.212302721121633,50.654164932412144,3.46410681128628,26.365647306098236,0.9982962521080356,0.0,8182
55,4,0,1,0,0,0,0,0,2,214,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,8.96046435278998,26.24006844503272,2.8284273015228796,15.429298185278478,0.9963871089464817,0.0,8183
49,10,0,1,1,1,0,1,5,3,611,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,validation,0,1.2471242734794066,12.964642686939033,10.295630140987,42.82449218324135,0.812465981141387,0.0,8184
46,7,2,3,0,0,0,0,1,2,283,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,validation,0,2.0681618437934843,10.148892008490385,4.807203969044794,15.587487517885215,0.9911006394727481,0.0,8185
46,1,2,1,0,1,0,0,0,1,78,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,7.8128867716175,26.69370262814812,3.3166247903554,23.59957077916022,0.9983060155385397,0.0,8186
51,4,0,5,0,0,0,1,5,0,324,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,2.8688425314770685,13.437711300664262,4.584018433645309,24.454242908861257,0.9850379876977444,0.0,8187
33,3,0,1,0,1,0,0,0,2,233,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,6.31989631633935,18.50735691556203,2.8284273015228796,12.304181266150996,0.9947294933235465,0.0,8188
53,10,0,2,0,1,0,0,5,4,228,6,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,2.375000860840928,20.52951633624134,8.54400374531753,16.717896337595892,0.9898292047754531,0.0,8189
37,4,2,4,0,0,0,0,0,2,374,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,3.3437338567089276,12.39038143077128,3.605552523539215,21.133588861382123,0.9811085767446559,0.0,8190
37,6,0,3,0,1,0,1,5,3,130,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,validation,0,2.1286629897204645,8.457674621312881,3.873233274668594,16.273727656576256,0.9922882257023029,0.0,8191
33,4,0,1,0,0,0,0,0,1,168,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,3.132190854589926,10.70152517167538,3.316626147156173,16.748454955388368,0.9960247148615544,0.0,8192
39,3,0,1,0,1,0,0,0,4,480,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,validation,0,2.4090165277447246,9.876968968261558,4.0000004999999685,29.74726091841141,0.9476668310041556,0.0,8193
45,1,0,1,1,1,0,1,3,3,127,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,10.50481815906906,35.891028475094046,3.3166253933780343,18.94072666521134,0.9965876883096824,0.0,8194
33,2,1,6,1,0,0,1,3,1,54,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,15.234200468434816,52.049546981698235,3.3166247903554,25.448301046480115,0.9981427597915049,0.0,8195
40,1,0,2,0,0,0,1,2,0,119,2,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,9.69450548032931,34.55220403968482,3.464101759475319,16.176196783287565,0.9968701304254701,0.0,8196
43,3,0,2,0,1,0,0,0,0,1077,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,1.1852443853509134,15.297058540778355,12.806248474865697,76.48087960256825,0.5922273240317322,0.0,8197
31,3,2,3,0,1,0,0,0,4,209,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,6.582820613999739,25.288944956245246,3.741657921296387,14.250527910188794,0.9961764555519003,0.0,8198
48,4,0,4,0,1,1,1,5,4,148,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,1.9117519348929655,8.95255410483511,4.582905737629785,18.445607589859694,0.9908755854791551,0.0,8199
56,3,0,5,0,1,0,1,3,1,178,8,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,5.466258398398806,29.9833287011299,5.385164899982173,20.78081615730604,0.9952581674294868,0.0,8200
30,2,1,3,0,1,0,0,2,3,45,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,19.113633672410792,59.252379066160806,3.000005999994,25.348214067891547,0.9983042220544549,0.0,8201
58,3,0,3,1,1,0,1,3,2,127,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,8.568217349821373,40.12132724624164,4.582575804064784,23.50125007596781,0.9962957580476756,0.0,8202
30,10,0,6,0,0,0,1,3,0,99,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,7.769415880846773,38.03775199719368,4.7958316275699255,24.57993795469953,0.9976803584902251,0.0,8203
57,5,0,5,1,1,0,0,0,4,529,4,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,validation,0,1.6480089085144372,12.048762592067359,7.211102828278071,41.20971048167772,0.8956812573758846,0.0,8204
49,3,0,2,1,0,0,1,0,1,568,1,999,1,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,validation,0,2.0174853829763744,12.96149254522796,6.324578167751586,58.631761259433226,0.8217556008471384,1.0,8205
52,6,0,4,0,1,0,1,2,0,491,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,validation,0,1.3422735133774826,10.099505383928463,7.424178405722752,33.351655977463075,0.9357596231746179,1.0,8206
54,8,0,4,0,0,0,1,3,4,309,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,3.2028807743525163,22.968075452679965,7.071067882576153,22.815547435554713,0.9875413501302408,0.0,8207
40,2,1,1,0,1,0,1,2,2,353,5,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,2.5549304017799104,13.030145049077541,5.0,17.069298628636428,0.9894156266492359,0.0,8208
32,2,0,6,0,1,0,0,5,4,41,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,15.151480512125717,51.76692392831546,3.3166247903554,27.208696904368647,0.994926114352109,0.0,8209
54,5,0,4,0,1,0,1,5,0,55,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,6.896171229703448,30.749330610600293,4.358898943540674,27.268040857594855,0.9957808631985532,0.0,8210
35,2,1,6,0,0,0,1,3,1,58,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,15.711215135441021,48.704777394009426,3.0000006666665926,24.355819872937534,0.9979356481340255,0.0,8211
30,2,1,6,0,1,0,0,1,2,148,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,validation,0,8.08922597377288,33.16582750362203,4.000000124999998,19.39807618899276,0.9963084117231763,0.0,8212
46,3,0,2,1,1,0,0,2,1,54,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,15.069106256319106,46.987705157839024,3.0181481076978347,22.829759609893795,0.9985586456086878,0.0,8213
40,2,2,1,0,1,0,1,2,1,193,6,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,3.1404244882120085,12.875740794222288,4.000000124999998,10.785899897156506,0.9962467297867147,0.0,8214
42,2,0,6,0,1,0,1,3,4,231,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,3.057014564526025,14.966629547095765,4.79583194034153,11.479980458498822,0.9933796003143698,0.0,8215
28,4,0,3,0,1,0,1,8,3,772,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,validation,0,1.3707818826399627,12.922926332684868,9.327412556545358,73.7039674603404,0.591482686928543,0.5,8216
56,6,0,1,0,1,0,1,2,4,131,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,10.333035822881849,38.28959550582915,3.6055514141390357,22.350013499613034,0.9968701304254701,0.0,8217
53,10,0,6,0,1,0,1,2,0,212,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,validation,0,2.8733548522796166,21.789554492921603,7.483314840363192,16.105081042470783,0.9957418396114176,0.0,8218
45,3,0,3,1,1,0,1,8,1,95,2,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0,validation,0,2.248275151666891,11.466276117380044,5.000032399895025,38.559632717035356,0.9799675664022022,0.0,8219
32,2,1,6,0,0,0,0,0,2,180,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,validation,0,3.7356884117666853,12.186855213712919,3.1622782926238484,15.915170271965223,0.9956314998824773,0.0,8220
50,6,2,6,0,0,0,1,2,0,85,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,12.538602730495306,38.86967055430251,3.000000166666662,23.374295328160212,0.9983546636274496,0.0,8221
44,2,0,1,1,0,0,1,3,4,262,4,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,4.276384400395943,21.37755832643195,4.8989795876284274,14.929971966296117,0.9944902213813468,0.0,8222
29,4,0,6,1,1,0,1,3,0,140,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,11.149108358612239,34.56224334443602,3.0000006666665926,21.61026981352448,0.9959558759695586,0.0,8223
43,3,0,3,1,1,0,1,8,4,357,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,1.8217003070509303,8.124048805860289,4.359596770344707,39.167927082064104,0.9144264441375917,0.0,8224
48,0,0,0,1,1,1,1,2,1,72,3,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,11.101849396579382,45.51759501555428,4.000001124999842,23.58835671595877,0.9985752139682983,0.0,8225
39,2,1,1,1,0,0,0,0,3,344,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,6.122016429733116,18.97826011519501,3.000001499999625,19.289189349366932,0.9912958074173739,0.0,8226
37,8,2,4,0,1,0,1,2,1,437,2,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,1.329191305724101,8.550931235836249,6.333183243835601,25.177297673108907,0.9575206043158072,0.0,8227
35,2,1,6,0,0,1,0,2,2,98,1,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,13.346753625530958,36.64690662252425,2.6457543347786467,19.269860281657817,0.9978602676450627,0.0,8228
31,2,0,6,0,0,0,1,3,0,74,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,12.30823153711477,45.60878989843966,3.605551830164143,25.4863659820513,0.9980913911200242,0.0,8229
57,3,2,0,0,0,0,0,1,0,716,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,validation,0,0.9328146192783527,11.23024599018205,11.939097327687715,55.135056415863524,0.7686547801500055,0.0,8230
29,2,1,6,0,1,0,0,2,2,73,6,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,11.055581097913528,46.68888672907089,4.123105625617661,24.1158026355367,0.9982813600214646,0.0,8231
37,3,1,3,1,0,0,0,0,2,119,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,3.384603506190488,12.063102088600665,3.464110852729745,17.463958018625483,0.997067879823245,0.0,8232
47,8,0,6,0,0,0,1,3,0,230,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,3.152892624816965,19.493588715267386,6.082763270093618,14.03809790341207,0.9936198310087169,0.0,8233
44,4,2,4,1,1,1,1,3,2,418,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,1.7811060471118085,13.144758841454642,7.28011016400164,25.054454093324413,0.9588737888980579,0.0,8234
44,8,0,4,0,1,0,0,3,2,116,5,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,validation,0,6.698163255324017,36.1131748811983,5.291504133986857,18.992986564426815,0.9962584036669232,0.0,8235
33,2,0,3,0,1,0,1,0,1,118,2,999,1,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,validation,0,2.1335709709426025,9.26535725161205,4.242652472215937,38.67463791745059,0.9957080235744354,0.0,8236
33,1,0,4,0,1,1,1,3,3,331,1,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,validation,0,3.9049436869217486,21.41926004791015,5.385164899982173,20.504904333910172,0.9863842515105219,0.0,8237
30,4,0,6,0,1,0,0,2,2,31,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,16.386329376843896,69.41789700790433,4.136329894967279,25.735258765861985,0.998303891198384,0.0,8238
32,2,1,4,0,0,0,0,0,0,131,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,2.4331443014461906,9.975891940072414,4.000000124999998,20.65166594815991,0.9965320808562723,0.0,8239
30,1,1,1,0,0,1,1,2,2,237,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,5.62563411561032,23.065125189341593,4.000004499997469,12.753416639013764,0.994525061283052,0.0,8240
32,3,2,3,0,0,0,0,0,2,95,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,6.113693309031041,21.78982507961002,3.464101759475319,21.116083447196065,0.9980153486579169,0.0,8241
32,4,1,1,0,0,0,0,0,0,28,1,999,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,validation,0,11.110761604253799,44.14287081738115,3.872983346207417,44.033692578092335,0.997580028002287,0.0,8242
45,3,0,3,1,0,0,0,0,0,129,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,4.259932588416873,15.182833233622826,3.464101759475319,19.025985154174055,0.997106273474791,0.0,8243
57,3,0,0,1,1,1,0,2,2,10,19,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,14.341735855320687,83.95739655325201,5.754061000719407,37.01985147498058,0.9984860680975313,0.0,8244
42,8,0,2,0,1,1,0,0,3,195,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,3.4091674648441184,18.055470528346802,5.196152422706632,12.817012814471191,0.9963871089464817,0.0,8245
19,11,1,2,0,0,0,1,7,1,136,1,999,0,0,-1.8,92.84299999999999,-50.0,1.556,5099.1,1,validation,1,0.6771245268995033,9.974556832260769,14.630756952393133,11.95935925837058,0.5882405588895366,0.0,8246
38,2,2,6,0,0,0,0,1,4,50,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,validation,0,12.394761605914109,52.34448366351522,4.123113386750357,24.530433405867107,0.9982936801544211,0.0,8247
35,6,0,6,0,0,0,1,8,0,81,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,2.2925392780291145,10.862781641918426,4.638318660894268,41.008028261379295,0.9703450042386668,0.0,8248
42,4,1,3,0,1,0,0,0,2,99,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,6.8600684597903925,18.836041967462318,2.6457513110645907,18.161633984109258,0.9980999766127815,0.0,8249
54,3,0,0,0,1,0,1,3,3,86,3,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,9.771543036157906,38.822182795407215,3.872983862605162,25.435598993397168,0.9982861992203121,0.0,8250
35,3,0,0,0,1,0,1,8,4,199,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,1.7175256640539647,7.041855437311959,4.000000124999998,35.524272024390626,0.9615645377578885,0.0,8251
41,4,0,4,0,1,0,0,0,1,107,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,4.017764024211666,13.107071984238194,3.1622801899894957,18.36542085341828,0.99718172802584,0.0,8252
42,3,2,1,0,1,0,0,1,1,226,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,4.430983514502572,19.76189429179298,4.359934059134381,10.697006435473073,0.9949178903649477,0.0,8253
35,3,0,3,0,1,0,1,0,2,222,2,999,1,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,2.6986336922382144,8.803692407166437,3.1622776601683795,28.983955104557342,0.9951091686066413,0.0,8254
33,6,0,6,0,0,0,1,3,1,85,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,12.27245118448804,41.930362805489914,3.3166249411110686,23.340573833715247,0.9979891403941132,0.0,8255
50,3,0,3,0,0,0,1,3,2,93,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,9.507391334786144,35.23012740539001,3.6055514141390357,22.243819288103698,0.9981733771419745,0.0,8256
54,2,0,6,0,1,0,1,3,3,201,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,5.994243792142262,24.576411536267862,4.0000019999995,16.883075127950814,0.9952581674294868,0.0,8257
37,3,0,1,0,0,0,0,0,4,286,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,validation,0,4.827847334297466,16.49495453161365,3.316627202445279,16.204135599106326,0.9908487640015026,0.0,8258
29,2,1,1,0,1,0,1,2,0,231,2,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,validation,0,7.189106590564639,22.427661692650886,3.019672995541077,13.338986422939039,0.9948025405178217,0.0,8259
46,7,2,0,0,0,0,1,5,4,366,3,3,1,2,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,3.389722055365018,97.87836570969074,28.77504170283685,33.61841124230533,0.9306850506588661,0.0,8260
39,2,1,6,0,0,1,0,0,3,364,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,4.3891189336681915,16.26410526281731,3.605551275463989,20.613360914174113,0.9825712131458447,0.0,8261
25,4,3,6,0,1,0,1,0,0,346,2,999,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,validation,0,1.4070506502667532,10.670117384546433,7.483321455075948,40.86967559301618,0.8767146938342333,0.0,8262
35,3,0,2,0,0,0,0,1,4,281,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0,validation,0,3.2720924695791687,14.25164671187158,4.255514657476816,16.074700899891432,0.9908280760436645,0.0,8263
36,6,2,1,0,0,0,0,0,0,144,7,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,2.3705110784410177,14.849862793979,6.164414002968976,19.477475376047213,0.9969067995435266,0.0,8264
32,7,1,6,0,0,0,1,8,2,110,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1,validation,0,1.0686317286968452,5.342078996046389,4.898989691762987,39.27634663645129,0.9030538798775221,1.0,8265
33,2,0,6,0,1,0,1,3,4,24,10,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,18.758245266170636,74.52620573328561,3.872983862605162,30.650252004820288,0.9980662947838632,0.0,8266
40,10,0,3,0,1,0,1,8,3,125,2,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,validation,0,1.6906736641571039,9.273627607360563,5.385167128325731,34.938477338836485,0.9525047219943776,0.0,8267
33,2,0,6,0,0,0,0,0,2,664,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,validation,0,1.6351216454186361,12.61623287673471,7.6157763228708335,45.38753737629984,0.7382616388357741,1.0,8268
39,2,1,5,0,0,0,1,5,4,73,4,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,8.286959783445797,30.707754395266356,3.605551275463989,21.329003131193687,0.9953271130006259,0.0,8269
35,4,0,6,1,0,0,0,1,0,131,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,validation,0,8.3022921211134,33.101712855983926,3.8870571130355187,20.299892265844587,0.9965463407287843,0.0,8270
55,3,0,3,1,0,0,1,2,0,40,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,11.646770057586414,55.792870834901585,4.69041575982343,28.3533516794252,0.9985586456086878,0.0,8271
58,8,0,3,0,0,0,1,3,1,83,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,8.99521990731516,42.120799090235835,4.582575804064784,27.61513144295868,0.9982026394778306,0.0,8272
52,1,0,1,0,0,0,0,0,2,91,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,4.442725044425424,17.65087490749401,3.872983862605162,23.960096031887556,0.9984132600133029,0.0,8273
31,10,0,2,0,1,0,0,0,1,256,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,2.7771859048765486,17.62123922997477,6.244998078462475,16.79815028695166,0.994920991656789,0.0,8274
42,2,0,2,0,1,0,0,1,2,300,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,validation,0,3.7533155898127766,13.436236154518866,3.4798311740657795,14.898044874286757,0.9911382694368579,0.0,8275
42,4,1,5,0,0,0,0,0,1,162,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,3.1293386725723793,12.021847445380503,3.74165752040456,14.750211105745779,0.9960295972545699,0.0,8276
37,6,0,6,0,1,0,1,3,1,409,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,1.963537482648195,10.770329614269007,5.385166292697004,25.010887399865457,0.9496244535590601,0.0,8277
40,6,0,6,0,0,0,1,5,1,131,2,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,validation,0,2.3744695925415953,8.798718827192967,3.605551275463989,18.96215135460697,0.9920915936532685,0.0,8278
40,8,0,6,0,1,0,1,2,2,225,5,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,3.5525657564410706,21.372521727676403,5.9160805437383965,8.139976515627113,0.9950815604953935,0.0,8279
28,1,1,1,0,1,1,0,0,4,386,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,validation,0,3.4386905572439725,17.18995232686821,4.8989820371175075,28.329182152153212,0.9766287633886135,0.0,8280
36,0,0,0,0,0,0,0,1,0,152,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,validation,0,7.094151912198083,33.22574197817126,4.5835396802035,17.64990870090142,0.9970007672068588,0.0,8281
25,0,0,0,0,0,0,0,1,2,362,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,validation,0,2.495808725499159,12.24744871391589,4.807206465297702,26.828950652511278,0.9845939817241585,0.0,8282
52,0,0,6,0,1,0,1,3,3,91,15,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,4.803408446432453,39.20665810803073,8.062257810315916,29.176733935140287,0.9981487543634064,0.0,8283
43,2,0,1,0,0,0,1,2,1,215,5,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,6.447830279948364,23.082129017922068,3.4798288751029154,9.953956394653291,0.9962958357631515,0.0,8284
42,4,0,4,0,0,0,1,8,3,94,1,999,1,1,-1.8,93.075,-47.1,1.365,5099.1,0,validation,0,1.714677151485353,8.395914482651667,4.796498723027037,41.50556314584154,0.9638117768494445,0.0,8285
36,2,0,6,0,1,0,1,3,0,103,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,15.085256277683742,35.24018412267467,2.23606797749979,20.644145608586612,0.9977792390492922,0.0,8286
32,7,0,6,0,1,0,1,3,0,143,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,6.866286420099649,34.324427759250575,4.89897989381463,20.442575643771125,0.9958146017006735,0.0,8287
56,7,0,3,1,0,1,0,0,1,43,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,8.309906614802431,43.203367461344975,5.099019611650852,30.595147927408885,0.9984960088092553,0.0,8288
52,1,0,1,1,1,0,1,3,0,99,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,7.641952801714468,36.6081319517947,4.690415866423787,25.413296612273246,0.9979229735365274,0.0,8289
29,4,1,4,0,0,0,1,3,2,26,10,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,15.892702345072824,74.41878346224165,4.582575804064784,30.093219583022716,0.9981302794407996,0.0,8290
39,2,0,3,1,0,0,1,2,2,108,1,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,11.302733566397412,33.316700016658494,2.8476674665417,16.3029216481932,0.9974871595744386,0.0,8291
34,11,2,2,0,1,0,1,2,3,467,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,1.4849059605142736,11.661905333177765,7.753632245599479,29.869146698761092,0.92621778836059,0.0,8292
